id	nombre	comunidad	municipio	provincia	lat	lon
868	PLAYA DEL RACO	Comunidad Valenciana	Cullera	Valencia/València	-0.232431210341	39.1817767671
869	PLAYA DE SANT ANTONI	Comunidad Valenciana	Cullera	Valencia/València	-0.23921715953	39.1666231703
870	PLAYA DEL MARENYET	Comunidad Valenciana	Cullera	Valencia/València	-0.23725866568	39.1451081848
871	PLAYA EL DORADO-L	Comunidad Valenciana	Cullera	Valencia/València	-0.230438466609	39.1293240871
872	PLAYA DEL FAR	Comunidad Valenciana	Cullera	Valencia/València	-0.217832882262	39.1845965962
873	PLAYA MARENY DE SANT LLORENÇ	Comunidad Valenciana	Cullera	Valencia/València	-0.235596332366	39.2153023245
874	PLAYA DEL BROSQUIL	Comunidad Valenciana	Cullera	Valencia/València	-0.224233672928	39.113454574
875	PLAYA DE CAP BLANC	Comunidad Valenciana	Cullera	Valencia/València	-0.226596961978	39.1823009058
876	PLAYA DE DAIMUS	Comunidad Valenciana	Daimús	Valencia/València	-0.137812097174	38.9763571862
877	PLAYA DEL NORD	Comunidad Valenciana	Gandia	Valencia/València	-0.166491344109	39.0156590825
878	PLAYA DEL AHUIR	Comunidad Valenciana	Gandia	Valencia/València	-0.178022432675	39.0301908886
879	PLAYA DE LES MARENYS DE RAFALCAID	Comunidad Valenciana	Gandia	Valencia/València	-0.148780212668	38.9896992257
880	PLAYA DE GUARDAMAR	Comunidad Valenciana	Guardamar	Valencia/València	-0.133346171659	38.9715233895
881	PLAYA DE XERACO	Comunidad Valenciana	Xeraco	Valencia/València	-0.195375515906	39.0559442161
882	PLAYA DE MASSAMAGRELL	Comunidad Valenciana	Massamagrell	Valencia/València	-0.285270509718	39.5599190733
883	PLAYA DE MELIANA	Comunidad Valenciana	Meliana	Valencia/València	-0.314799438298	39.5235615297
884	PLAYA DE MIRAMAR	Comunidad Valenciana	Miramar	Valencia/València	-0.120137457706	38.958176217
885	PLAYA DE TERRANOVA	Comunidad Valenciana	Oliva	Valencia/València	-0.0982204830138	38.93768892
886	PLAYA DE L	Comunidad Valenciana	Oliva	Valencia/València	-0.0756515070379	38.9181115191
887	PLAYA DE L	Comunidad Valenciana	Oliva	Valencia/València	-0.0558618746119	38.9027653664
888	PLAYA DE LES DEVESES	Comunidad Valenciana	Oliva	Valencia/València	-0.039301533388	38.8909727749
889	PLAYA DE PAU-PI	Comunidad Valenciana	Oliva	Valencia/València	-0.0870476404498	38.927724908
890	PLAYA DE RABDELLS	Comunidad Valenciana	Oliva	Valencia/València	-0.0631145518541	38.9082695616
891	PLAYA DE PILES	Comunidad Valenciana	Piles	Valencia/València	-0.112757320773	38.9513185714
892	PLAYA DE LA POBLA DE FARNALS	Comunidad Valenciana	Pobla de Farnals (la)	Valencia/València	-0.280031943246	39.5669404365
893	PLAYA DE PUIG VAL-PLAY PUIG	Comunidad Valenciana	Puig	Valencia/València	-0.275104071531	39.5747090874
894	PLAYA DE PLANS	Comunidad Valenciana	Puig	Valencia/València	-0.270434461734	39.5876751111
895	PLAYA MEDICALIA	Comunidad Valenciana	Puig	Valencia/València	-0.278638023471	39.5692099904
896	PLAYA SANTA ELVIRA-TORRETA	Comunidad Valenciana	Puig	Valencia/València	-0.267398097897	39.5963790943
897	PLAYA DEL BARRI DE PESCADORS	Comunidad Valenciana	Puig	Valencia/València	-0.27311489195	39.5796550396
898	PLAYA DE PUÇOL	Comunidad Valenciana	Puçol	Valencia/València	-0.261575002555	39.6118508077
899	PLAYA DE CORINT	Comunidad Valenciana	Sagunto/Sagunt	Valencia/València	-0.195019715853	39.7051231945
900	PLAYA DE L	Comunidad Valenciana	Sagunto/Sagunt	Valencia/València	-0.198305515916	39.6932995935
901	PLAYA DEL PORT DE SAGUNT	Comunidad Valenciana	Sagunto/Sagunt	Valencia/València	-0.207308496074	39.6618109887
902	PLAYA DEL PERELLO	Comunidad Valenciana	Sueca	Valencia/València	-0.271240503136	39.2769021827
903	PLAYA DE LES PALMERETES	Comunidad Valenciana	Sueca	Valencia/València	-0.261044221256	39.2592476973
904	PLAYA MARENY DE BARRAQUETES	Comunidad Valenciana	Sueca	Valencia/València	-0.255070373157	39.2472237712
905	PLAYA BEGA DEL MAR	Comunidad Valenciana	Sueca	Valencia/València	-0.249920582078	39.2381739946
906	PLAYA DEL MARENY DE VILXES	Comunidad Valenciana	Sueca	Valencia/València	-0.244746047477	39.2294927696
907	PLAYA LA LLASTRA	Comunidad Valenciana	Sueca	Valencia/València	-0.266751290141	39.2686434471
908	PLAYA DE MOTILLA	Comunidad Valenciana	Sueca	Valencia/València	-0.258548363081	39.254305923
909	PLAYA TAVERNES DE LA VALLDIGNA	Comunidad Valenciana	Tavernes de la Valldigna	Valencia/València	-0.214259816873	39.0922658072
910	PLAYA DE LA GOLETA	Comunidad Valenciana	Tavernes de la Valldigna	Valencia/València	-0.219424002943	39.1037067939
911	PLAYA DE LA MALVA-ROSA	Comunidad Valenciana	Valencia	Valencia/València	-0.321492965256	39.4810514154
912	PLAYA DEL CABANYAL	Comunidad Valenciana	Valencia	Valencia/València	-0.319860970801	39.4675456432
913	PLAYA DE PINEDO	Comunidad Valenciana	Valencia	Valencia/València	-0.332125043051	39.4203348374
914	PLAYA DEL SALER	Comunidad Valenciana	Valencia	Valencia/València	-0.325456702134	39.3933255387
915	PLAYA DEL RECATI	Comunidad Valenciana	Valencia	Valencia/València	-0.278271170824	39.2884095558
916	PLAYA DE LA DEVESA	Comunidad Valenciana	Valencia	Valencia/València	-0.308358001295	39.3480596825
917	PLAYA DE L	Comunidad Valenciana	Valencia	Valencia/València	-0.329513557042	39.4073623786
918	PLAYA DE LA GARROFERA	Comunidad Valenciana	Valencia	Valencia/València	-0.313771125425	39.3611022885
919	PLAYA CALA EN PORTER	Islas Baleares	Alaior	Balears (Illes)	4.13642536696	39.8726782271
920	PLAYA SON BOU	Islas Baleares	Alaior	Balears (Illes)	4.07307633647	39.8999326585
921	PLAYA MARINA	Islas Baleares	Alcúdia	Balears (Illes)	3.09202083842	39.8677862074
922	PLAYA AUCANADA	Islas Baleares	Alcúdia	Balears (Illes)	3.16637859777	39.8405922235
923	PLAYA PORT D	Islas Baleares	Alcúdia	Balears (Illes)	3.12036740658	39.8297379077
924	PLAYA BARCARÉS	Islas Baleares	Alcúdia	Balears (Illes)	3.12479009938	39.8649624797
925	PLAYA SANT PERE	Islas Baleares	Alcúdia	Balears (Illes)	3.13913972624	39.866640036
926	PLAYA SANT JOAN	Islas Baleares	Alcúdia	Balears (Illes)	3.13651077949	39.8675711903
927	PLAYA PORT D	Islas Baleares	Andratx	Balears (Illes)	2.37813440446	39.5464300006
928	PLAYA CAMP DE MAR	Islas Baleares	Andratx	Balears (Illes)	2.42447060581	39.5389197465
929	PLAYA SANT ELM	Islas Baleares	Andratx	Balears (Illes)	2.35473694074	39.5795597315
930	PLAYA COLÒNIA SANT PERE	Islas Baleares	Artà	Balears (Illes)	3.27772551098	39.7407272834
931	PLAYA DE ILLETES	Islas Baleares	Calvià	Balears (Illes)	2.59240534814	39.5390983963
932	PLAYA MAGALUF	Islas Baleares	Calvià	Balears (Illes)	2.53710868406	39.5088053064
933	PLAYA DE PEGUERA	Islas Baleares	Calvià	Balears (Illes)	2.4591338677	39.5349053839
934	PLAYA DE PALMA NOVA	Islas Baleares	Calvià	Balears (Illes)	2.54049423717	39.5246051332
935	PLAYA DE PORTALS NOUS	Islas Baleares	Calvià	Balears (Illes)	2.57750818187	39.5355130932
936	PLAYA SANTA PONÇA	Islas Baleares	Calvià	Balears (Illes)	2.48049502898	39.5197481053
937	PLAYA CALA PORTALS	Islas Baleares	Calvià	Balears (Illes)	2.57418082588	39.5334916138
938	PLAYA CALA VINYES	Islas Baleares	Calvià	Balears (Illes)	2.53533795353	39.4969764402
939	PLAYA ES TRENC	Islas Baleares	Campos	Balears (Illes)	2.99067019697	39.3402893052
940	PLAYA SA RÀPITA	Islas Baleares	Campos	Balears (Illes)	2.95869813697	39.3640799021
941	PLAYA SES COVETES	Islas Baleares	Campos	Balears (Illes)	2.96918281785	39.3583793164
942	PLAYA CALA AGULLA	Islas Baleares	Capdepera	Balears (Illes)	3.45537137878	39.723083043
943	PLAYA SON MOLL	Islas Baleares	Capdepera	Balears (Illes)	3.45804328706	39.7071965707
944	PLAYA CANYAMEL	Islas Baleares	Capdepera	Balears (Illes)	3.44239046276	39.6581874646
945	PLAYA FONT DE SA CALA	Islas Baleares	Capdepera	Balears (Illes)	3.45376160699	39.6839670049
946	PLAYA CALA MESQUIDA	Islas Baleares	Capdepera	Balears (Illes)	3.43414604093	39.747086357
947	PLAYA SON XORIGUER	Islas Baleares	Ciutadella de Menorca	Balears (Illes)	3.84613693214	39.9273000098
948	PLAYA CALA EN BOSCH	Islas Baleares	Ciutadella de Menorca	Balears (Illes)	3.83981131644	39.9267874101
949	PLAYA CALA BLANCA	Islas Baleares	Ciutadella de Menorca	Balears (Illes)	3.84049009998	39.9688758646
950	PLAYA SANTANDRIA	Islas Baleares	Ciutadella de Menorca	Balears (Illes)	3.84381630236	39.9803570399
951	PLAYA SA CALETA	Islas Baleares	Ciutadella de Menorca	Balears (Illes)	3.83618303275	39.9834576421
952	PLAYA CALA EN BLANES	Islas Baleares	Ciutadella de Menorca	Balears (Illes)	3.81501859907	40.0021232802
953	PLAYA CALA EN FORCAT	Islas Baleares	Ciutadella de Menorca	Balears (Illes)	3.80133575479	40.0011736058
954	PLAYA CALA MORELL	Islas Baleares	Ciutadella de Menorca	Balears (Illes)	3.8875999056	40.0558726043
955	PLAYA GRAN	Islas Baleares	Ciutadella de Menorca	Balears (Illes)	3.84058751588	39.9968951959
956	PLAYA CALA MARÇAL	Islas Baleares	Felanitx	Balears (Illes)	3.26031523623	39.411562005
957	PLAYA CALA FERRERA	Islas Baleares	Felanitx	Balears (Illes)	3.24082369633	39.3812017951
958	PLAYA PORTO COLOM	Islas Baleares	Felanitx	Balears (Illes)	3.27129475708	39.421169348
959	PLAYA CALA GALDANA	Islas Baleares	Ferreries	Balears (Illes)	3.96382271799	39.9393910843
960	PLAYA MIGJORN	Islas Baleares	Formentera	Balears (Illes)	1.46423701756	38.6869167564
961	PLAYA CALA SAHONA	Islas Baleares	Formentera	Balears (Illes)	1.38978426964	38.6950422534
962	PLAYA ILLETES	Islas Baleares	Formentera	Balears (Illes)	1.43548617107	38.7584974243
963	PLAYA LLEVANT	Islas Baleares	Formentera	Balears (Illes)	1.44028412749	38.747973693
964	PLAYA SA ROQUETA	Islas Baleares	Formentera	Balears (Illes)	1.44798904521	38.7343705934
965	PLAYA ES PUJOLS	Islas Baleares	Formentera	Balears (Illes)	1.45928458522	38.725896606
966	PLAYA TALAMANCA	Islas Baleares	Eivissa	Balears (Illes)	1.45343271225	38.9168688481
967	PLAYA FIGUERETES	Islas Baleares	Eivissa	Balears (Illes)	1.42435390793	38.9065045977
968	PLAYA D´EN BOSSA	Islas Baleares	Eivissa	Balears (Illes)	1.41203754586	38.8940738557
969	PLAYA S	Islas Baleares	Llucmajor	Balears (Illes)	2.91567127287	39.3602451122
970	PLAYA CALA PI	Islas Baleares	Llucmajor	Balears (Illes)	2.83715690561	39.3656943588
971	PLAYA CALA BLAVA	Islas Baleares	Llucmajor	Balears (Illes)	2.73772197746	39.4889229544
972	PLAYA S	Islas Baleares	Llucmajor	Balears (Illes)	2.75191987931	39.5055515822
973	PLAYA ES GRAU	Islas Baleares	Mahón	Balears (Illes)	4.26830268714	39.952170825
974	PLAYA CALA MESQUIDA	Islas Baleares	Mahón	Balears (Illes)	4.29171355606	39.9184508594
975	PLAYA CALA CANUTELLS	Islas Baleares	Mahón	Balears (Illes)	4.16978877007	39.854281917
976	PLAYA CALA BINIDALÍ	Islas Baleares	Mahón	Balears (Illes)	4.20034694832	39.8362114223
977	PLAYA CALA ANTENA	Islas Baleares	Manacor	Balears (Illes)	3.28090667478	39.4684884684
978	PLAYA CALA ANGUILA	Islas Baleares	Manacor	Balears (Illes)	3.31900240388	39.5242646878
979	PLAYA PORTO CRISTO	Islas Baleares	Manacor	Balears (Illes)	3.33767490468	39.5432150886
980	PLAYA CALA DOMINGOS	Islas Baleares	Manacor	Balears (Illes)	3.27973214414	39.4596879275
981	PLAYA CALA MURADA	Islas Baleares	Manacor	Balears (Illes)	3.27835908135	39.4534919099
982	PLAYA CALA MANDIA	Islas Baleares	Manacor	Balears (Illes)	3.31577080169	39.5223272391
983	PLAYA S	Islas Baleares	Manacor	Balears (Illes)	3.31221561998	39.5182370535
984	PLAYA S	Islas Baleares	Manacor	Balears (Illes)	3.37457922674	39.567114886
985	PLAYA CLUB NAÚTICO PORTO CRISTO	Islas Baleares	Manacor	Balears (Illes)	3.33679915504	39.5426139271
986	PLAYA CALA TROPICANA	Islas Baleares	Manacor	Balears (Illes)	3.27884419811	39.4585547213
987	PLAYA TIRANT	Islas Baleares	Mercadal (Es)	Balears (Illes)	4.11425026092	40.0476249748
988	PLAYA SON SAURA	Islas Baleares	Mercadal (Es)	Balears (Illes)	4.16953746589	40.0360882581
989	PLAYA ARENAL D	Islas Baleares	Mercadal (Es)	Balears (Illes)	4.19258302595	40.0254563313
990	PLAYA DES VIVER	Islas Baleares	Mercadal (Es)	Balears (Illes)	4.13447613887	40.0584651068
991	PLAYA SES SALINES	Islas Baleares	Mercadal (Es)	Balears (Illes)	4.12750270546	40.0436947109
992	PLAYA DE MURO	Islas Baleares	Muro	Balears (Illes)	3.14568355776	39.7762519302
993	PLAYA CALA MAJOR	Islas Baleares	Palma de Mallorca	Balears (Illes)	2.60891847289	39.5536259449
994	PLAYA CAN PERE ANTONI	Islas Baleares	Palma de Mallorca	Balears (Illes)	2.66639812257	39.5627074862
995	PLAYA CIUTAT JARDÍ	Islas Baleares	Palma de Mallorca	Balears (Illes)	2.69140174394	39.5525677118
996	PLAYA CALA ESTÀNCIA	Islas Baleares	Palma de Mallorca	Balears (Illes)	2.71155821462	39.5364546641
997	PLAYA DE PALMA	Islas Baleares	Palma de Mallorca	Balears (Illes)	2.7519114527	39.5079213401
998	PLAYA FORMENTOR	Islas Baleares	Pollença	Balears (Illes)	3.13838983623	39.9298277606
999	PLAYA D	Islas Baleares	Pollença	Balears (Illes)	3.08577102855	39.9099306474
1000	PLAYA CALA MOLINS (CALA SANT VICENÇ)	Islas Baleares	Pollença	Balears (Illes)	3.0590005332	39.9219125489
1001	PLAYA CALA BARQUES (CALA SANT VICENÇ)	Islas Baleares	Pollença	Balears (Illes)	3.05622842119	39.9234005636
1002	PLAYA DELS TAMARELLS (PORT DE POLLENÇA)	Islas Baleares	Pollença	Balears (Illes)	3.08036130142	39.8961222652
1003	PLAYA LLENAIRE(PORT DE POLLENÇA)	Islas Baleares	Pollença	Balears (Illes)	3.0797931493	39.890365288
1004	PLAYA SANT ANTONI	Islas Baleares	Sant Antoni de Portmany	Balears (Illes)	1.30852029908	38.9765521109
1005	PLAYA CALA GRACIÓ	Islas Baleares	Sant Antoni de Portmany	Balears (Illes)	1.29107172841	38.9940933148
1006	PLAYA CALA SALADA	Islas Baleares	Sant Antoni de Portmany	Balears (Illes)	1.29988269218	39.0114142972
1007	PLAYA CALÓ DES MORO	Islas Baleares	Sant Antoni de Portmany	Balears (Illes)	1.297281094	38.9869758047
1008	PLAYA BADIA SANT ANTONI	Islas Baleares	Sant Antoni de Portmany	Balears (Illes)	1.30466856154	38.9720359034
1009	PLAYA D	Islas Baleares	Sant Josep de sa Talaia	Balears (Illes)	1.40673908341	38.8845402611
1010	PLAYA SALINES	Islas Baleares	Sant Josep de sa Talaia	Balears (Illes)	1.38837705618	38.8440727413
1011	PLAYA CALA TARIDA	Islas Baleares	Sant Josep de sa Talaia	Balears (Illes)	1.23614964166	38.9427527949
1012	PLAYA CALA VADELLA	Islas Baleares	Sant Josep de sa Talaia	Balears (Illes)	1.22483613802	38.9152430012
1013	PLAYA CALA BASSA	Islas Baleares	Sant Josep de sa Talaia	Balears (Illes)	1.24088992308	38.9698920667
1014	PLAYA CALA JONDAL	Islas Baleares	Sant Josep de sa Talaia	Balears (Illes)	1.31644879133	38.8697736145
1015	PLAYA CALA D	Islas Baleares	Sant Josep de sa Talaia	Balears (Illes)	1.22468162234	38.8922816826
1016	PLAYA CALA COMTE	Islas Baleares	Sant Josep de sa Talaia	Balears (Illes)	1.22248578999	38.9650354106
1017	PLAYA BADIA SANT ANTONI	Islas Baleares	Sant Josep de sa Talaia	Balears (Illes)	1.29706763004	38.9703482185
1018	PLAYA PORT DES TORRENT	Islas Baleares	Sant Josep de sa Talaia	Balears (Illes)	1.26930122282	38.9687226852
1019	PLAYA PORTINATX	Islas Baleares	Sant Joan de Labritja	Balears (Illes)	1.52140633379	39.1157877925
1020	PLAYA CALA SANT VICENT	Islas Baleares	Sant Joan de Labritja	Balears (Illes)	1.5936498123	39.0774413117
1021	PLAYA PORT SANT MIQUEL	Islas Baleares	Sant Joan de Labritja	Balears (Illes)	1.44143268538	39.0823159306
1022	PLAYA S	Islas Baleares	Sant Joan de Labritja	Balears (Illes)	1.5038245669	39.1021464966
1023	PLAYA BENIRRÀS	Islas Baleares	Sant Joan de Labritja	Balears (Illes)	1.45460042779	39.0913307531
1024	PLAYA CALA XARRACA	Islas Baleares	Sant Joan de Labritja	Balears (Illes)	1.49761694335	39.1003996221
1025	PLAYA CALA XUCLÀ	Islas Baleares	Sant Joan de Labritja	Balears (Illes)	1.51015493291	39.10466952
1026	PLAYA S	Islas Baleares	Sant Joan de Labritja	Balears (Illes)	1.51809901538	39.1118892303
1027	PLAYA CALA MILLOR (CALA NAU)	Islas Baleares	Sant Llorenç des Cardassar	Balears (Illes)	3.38646251693	39.5959093049
1028	PLAYA SA COMA	Islas Baleares	Sant Llorenç des Cardassar	Balears (Illes)	3.37952130329	39.5767400131
1029	PLAYA S	Islas Baleares	Sant Llorenç des Cardassar	Balears (Illes)	3.37461094667	39.5686826001
1030	PLAYA CALA ALCAUFAR	Islas Baleares	Sant Lluís	Balears (Illes)	4.2951605923	39.830559924
1031	PLAYA PUNTA PRIMA	Islas Baleares	Sant Lluís	Balears (Illes)	4.28376557791	39.8160459703
1032	PLAYA BINIANCOLLA	Islas Baleares	Sant Lluís	Balears (Illes)	4.26649846819	39.8141816796
1033	PLAYA BINIBECA	Islas Baleares	Sant Lluís	Balears (Illes)	4.24256788095	39.8178643141
1034	PLAYA BINISAFUA	Islas Baleares	Sant Lluís	Balears (Illes)	4.221041521	39.830778688
1035	PLAYA DES CANAR	Islas Baleares	Santa Eulalia del Río	Balears (Illes)	1.57898853728	39.0031862877
1036	PLAYA CALA LLONGA	Islas Baleares	Santa Eulalia del Río	Balears (Illes)	1.52130761665	38.9542431442
1037	PLAYA CALA LLENYA	Islas Baleares	Santa Eulalia del Río	Balears (Illes)	1.58599277786	39.0173823334
1038	PLAYA ES FIGUERAL	Islas Baleares	Santa Eulalia del Río	Balears (Illes)	1.59489638614	39.0553891728
1039	PLAYA CALA PADA	Islas Baleares	Santa Eulalia del Río	Balears (Illes)	1.56252204455	38.9951359831
1040	PLAYA SON BAULÓ	Islas Baleares	Santa Margalida	Balears (Illes)	3.17104528189	39.7617199836
1041	PLAYA CAN PICAFORT	Islas Baleares	Santa Margalida	Balears (Illes)	3.1508829326	39.7723078522
1042	PLAYA SON SERRA	Islas Baleares	Santa Margalida	Balears (Illes)	3.23725164786	39.734347738
1043	PLAYA CALA GRAN	Islas Baleares	Santanyí	Balears (Illes)	3.23407847121	39.3744755141
1044	PLAYA CALA SANTANYÍ	Islas Baleares	Santanyí	Balears (Illes)	3.14797071111	39.3317344533
1045	PLAYA CALA D	Islas Baleares	Santanyí	Balears (Illes)	3.23128587721	39.3725888379
1046	PLAYA CALA ESMERALDA	Islas Baleares	Santanyí	Balears (Illes)	3.23893090302	39.3777365572
1047	PLAYA CALA EGOS	Islas Baleares	Santanyí	Balears (Illes)	3.22556519468	39.362643163
1048	PLAYA CALA MONDRAGÓ	Islas Baleares	Santanyí	Balears (Illes)	3.18957937178	39.3535794168
1049	PLAYA CALA LLOMBARDS	Islas Baleares	Santanyí	Balears (Illes)	3.14047508946	39.3258326281
1050	PLAYA ES DOLÇ	Islas Baleares	Salines (Ses)	Balears (Illes)	3.00467504875	39.3184112499
1051	PLAYA SES ROQUETES	Islas Baleares	Salines (Ses)	Balears (Illes)	3.0207488834	39.3027666148
1052	PLAYA DES MARQUÈS	Islas Baleares	Salines (Ses)	Balears (Illes)	2.98898961295	39.3273495927
1053	PLAYA PORT DE SÓLLER	Islas Baleares	Sóller	Balears (Illes)	2.69208318071	39.7927477691
1054	PLAYA CALA BONA	Islas Baleares	Son Servera	Balears (Illes)	3.39330142477	39.6148441899
1055	PLAYA CALA MILLOR	Islas Baleares	Son Servera	Balears (Illes)	3.38717368177	39.6023133233
1056	PLAYA ES RIBELL	Islas Baleares	Son Servera	Balears (Illes)	3.40539872979	39.6376167918
1057	PLAYA PORT VELL	Islas Baleares	Son Servera	Balears (Illes)	3.4009100658	39.6332353306
1058	PLAYA COSTA DELS PINS	Islas Baleares	Son Servera	Balears (Illes)	3.41482266388	39.636961806
1059	PLAYA SANT ESTEVE	Islas Baleares	Castell (Es)	Balears (Illes)	4.30289081484	39.8642593678
1060	PLAYA CALA PADERA	Islas Baleares	Castell (Es)	Balears (Illes)	4.29812465599	39.8774938774
1061	PLAYA SANT TOMÀS	Islas Baleares	Migjorn Gran (Es)	Balears (Illes)	4.0602074854	39.9097094611
1062	PLAYA SANT ADEODATO	Islas Baleares	Migjorn Gran (Es)	Balears (Illes)	4.04940852385	39.9196463001
1063	PLAYA  CENSO	Andalucia	Adra	Almería	-3.01130615644	36.7439842144
1064	PLAYA  SAN NICOLAS	Andalucia	Adra	Almería	-3.01400077528	36.7450953648
1065	PLAYA  EL LANCE DE LA VIRGEN	Andalucia	Adra	Almería	-3.05041930317	36.7478732488
1066	PLAYA  GUAINOS BAJOS	Andalucia	Adra	Almería	-3.05964912499	36.7488414981
1067	PLAYA  LAS SALINAS DE CABO DE GATA	Andalucia	Almería	Almería	-2.219459301	36.7517338874
1068	PLAYA  TORREGARCIA	Andalucia	Almería	Almería	-2.29913018038	36.8242081464
1069	PLAYA  RETAMAR	Andalucia	Almería	Almería	-2.31346419489	36.83148618
1070	PLAYA  EL TOYO	Andalucia	Almería	Almería	-2.3187144706	36.8342084783
1071	PLAYA  EL ALQUIAN	Andalucia	Almería	Almería	-2.35396628325	36.8414031715
1072	PLAYA  COSTACABANA	Andalucia	Almería	Almería	-2.38407900824	36.8358753082
1073	PLAYA  ZAPILLO	Andalucia	Almería	Almería	-2.44891570676	36.8257362185
1074	PLAYA  SAN MIGUEL-LAS CONCHAS	Andalucia	Almería	Almería	-2.4560272579	36.8297640502
1075	PLAYA  LA GARROFA	Andalucia	Almería	Almería	-2.51616928126	36.825902911
1076	PLAYA  LAS OLAS	Andalucia	Almería	Almería	-2.487612194	36.8316807907
1077	PLAYA  SAN MIGUEL DE CABO DE GATA	Andalucia	Almería	Almería	-2.24376611221	36.7789569334
1078	PLAYA  NUEVA ALMERIA	Andalucia	Almería	Almería	-2.44013750011	36.8196248782
1079	PLAYA  EL BOBAR	Andalucia	Almería	Almería	-2.41616403895	36.8186248812
1080	PLAYA  EL PALMERAL	Andalucia	Almería	Almería	-2.44488771632	36.8231527419
1081	PLAYA  BALANEGRA	Andalucia	Berja	Almería	-2.91068984272	36.7464009247
1082	PLAYA  EL ANCON	Andalucia	Carboneras	Almería	-1.8893862946	36.9986557761
1083	PLAYA  LAS MARINICAS	Andalucia	Carboneras	Almería	-1.90158142401	36.9822942902
1084	PLAYA  ALGARROBICOS	Andalucia	Carboneras	Almería	-1.87810789827	37.029489863
1085	PLAYA  LA GALERA	Andalucia	Carboneras	Almería	-1.87827465187	37.018517361
1086	PLAYA  LOS BARQUICOS-COCONES	Andalucia	Carboneras	Almería	-1.89649786938	36.9936835165
1087	PLAYA  EL CORRAL	Andalucia	Carboneras	Almería	-1.89941471296	36.9637660217
1088	PLAYA  POZO ESPARTO	Andalucia	Cuevas del Almanzora	Almería	-1.69193115886	37.3348020986
1089	PLAYA  CALA PANIZO	Andalucia	Cuevas del Almanzora	Almería	-1.70015384086	37.3195240267
1090	PLAYA  VILLARICOS	Andalucia	Cuevas del Almanzora	Almería	-1.77135206827	37.2488838618
1091	PLAYA  PALOMARES	Andalucia	Cuevas del Almanzora	Almería	-1.79638126684	37.2323557764
1092	PLAYA  EL PALMER	Andalucia	Enix	Almería	-2.53164223539	36.8220417123
1093	PLAYA  GARRUCHA	Andalucia	Garrucha	Almería	-1.81732685513	37.1860769326
1094	PLAYA  DE LA RUMINA	Andalucia	Mojácar	Almería	-1.8268829755	37.1431035483
1095	PLAYA  VENTA DEL BANCAL-VENTANICAS	Andalucia	Mojácar	Almería	-1.84743961379	37.0999359997
1096	PLAYA  CASTILLO DE MACENAS	Andalucia	Mojácar	Almería	-1.85010645619	37.0800188013
1097	PLAYA  PIEDRA VILLAZAR	Andalucia	Mojácar	Almería	-1.83027203299	37.1324089533
1098	PLAYA  EL CANTAL	Andalucia	Mojácar	Almería	-1.83232771184	37.1254643325
1099	PLAYA  CUEVA DEL LOBO	Andalucia	Mojácar	Almería	-1.83718902682	37.117353005
1100	PLAYA  MARINA DE LA TORRE	Andalucia	Mojácar	Almería	-1.8242439264	37.1578262886
1101	PLAYA  EL DESCARGADOR	Andalucia	Mojácar	Almería	-1.82871636743	37.1371590392
1102	PLAYA  AGUAMARGA	Andalucia	Níjar	Almería	-1.93463882287	36.9395712031
1103	PLAYA  LAS NEGRAS	Andalucia	Níjar	Almería	-2.00400355714	36.8797643961
1104	PLAYA  LA ISLETA DEL MORO	Andalucia	Níjar	Almería	-2.05092276088	36.8155128807
1105	PLAYA  SAN JOSE	Andalucia	Níjar	Almería	-2.10964803968	36.7565392747
1106	PLAYA  GENOVESES	Andalucia	Níjar	Almería	-2.11923189148	36.748705815
1107	PLAYA  MONSUL	Andalucia	Níjar	Almería	-2.14617773131	36.7323443802
1108	PLAYA  EL PLAYAZO DE RODALQUILAR	Andalucia	Níjar	Almería	-2.00583701455	36.8612916336
1109	PLAYA  COSTA TRANQUILA	Andalucia	Pulpí	Almería	-1.65748488614	37.35810792
1110	PLAYA  CALA CERRADA	Andalucia	Pulpí	Almería	-1.63009456456	37.3759970558
1111	PLAYA  CALA TIA ANTONIA	Andalucia	Pulpí	Almería	-1.66204066626	37.3589691555
1112	PLAYA  MAR RABIOSA	Andalucia	Pulpí	Almería	-1.66654091459	37.3585525043
1113	PLAYA  MAR SERENA	Andalucia	Pulpí	Almería	-1.66865219094	37.3583858586
1114	PLAYA  CALIPSO	Andalucia	Pulpí	Almería	-1.67681919359	37.3539969178
1115	PLAYA  AGUADULCE	Andalucia	Roquetas de Mar	Almería	-2.57539456805	36.8047912516
1116	PLAYA  ROMANILLAS	Andalucia	Roquetas de Mar	Almería	-2.60372937382	36.7674014425
1117	PLAYA  URBANIZACION ROQUETAS	Andalucia	Roquetas de Mar	Almería	-2.61631337497	36.7318449684
1118	PLAYA  LA VENTILLA	Andalucia	Roquetas de Mar	Almería	-2.58461729078	36.794846571
1119	PLAYA  LA BAJADILLA	Andalucia	Roquetas de Mar	Almería	-2.60939075415	36.7466509276
1120	PLAYA  EL PLAYAZO	Andalucia	Vera	Almería	-1.80865963602	37.2125497712
1121	PLAYA  LAS MARINAS-BOLAGA	Andalucia	Vera	Almería	-1.81399326232	37.1984383836
1122	PLAYA  PUERTO REY	Andalucia	Vera	Almería	-1.8113265366	37.2063274657
1123	PLAYA  CERRILLOS	Andalucia	Ejido (El)	Almería	-2.77804407283	36.6894271982
