id	nombre	comunidad	municipio	provincia	lat	lon
1396	PLAYA BURRERO (EL)	Canarias	Ingenio	Palmas (Las)	-15.3867494522	27.9102925637
1397	PLAYA MOGAN	Canarias	Mogán	Palmas (Las)	-15.7630451317	27.817737639
1398	PLAYA PUERTO RICO	Canarias	Mogán	Palmas (Las)	-15.7135400014	27.7842243859
1399	PLAYA VERGA (LA) (ANFI DEL MAR)	Canarias	Mogán	Palmas (Las)	-15.6957511523	27.7725143818
1400	PLAYA TAURO	Canarias	Mogán	Palmas (Las)	-15.727409649	27.7952913935
1401	PLAYA CURA (EL)	Canarias	Mogán	Palmas (Las)	-15.7311383499	27.7981472137
1402	PLAYA ARGUINEGUÍN	Canarias	Mogán	Palmas (Las)	-15.6824075697	27.7590538649
1403	PLAYA TAURITO	Canarias	Mogán	Palmas (Las)	-15.7537296494	27.8142322301
1404	PLAYA COSTA ALEGRE (LA LAJILLA)	Canarias	Mogán	Palmas (Las)	-15.6845786621	27.7615499969
1405	PLAYA PATALAVACA	Canarias	Mogán	Palmas (Las)	-15.6893631809	27.7702895866
1406	PLAYA AMADORES	Canarias	Mogán	Palmas (Las)	-15.7242840169	27.790141305
1407	PLAYA SAN LORENZO (CHARCO SAN LORENZO)	Canarias	Moya	Palmas (Las)	-15.5771517577	28.1444130232
1408	PLAYA ALTILLO (EL)	Canarias	Moya	Palmas (Las)	-15.565463378	28.1462218182
1409	PLAYA EL POZO-EL VIEJO (GRANDES PLAYAS I)	Canarias	Oliva (La)	Palmas (Las)	-13.8385192518	28.7160465569
1410	PLAYA CLAVELLINA (NORTE LA GOLETA)	Canarias	Oliva (La)	Palmas (Las)	-13.8670211293	28.7361798534
1411	PLAYA CORRALEJO VIEJO (SUR LA GOLETA)	Canarias	Oliva (La)	Palmas (Las)	-13.8665458337	28.733851113
1412	PLAYA CONCHA (LA) (CHICA)	Canarias	Oliva (La)	Palmas (Las)	-14.0164306882	28.6935728253
1413	PLAYA GRANDES PLAYAS (GRANDES PLAYAS)	Canarias	Oliva (La)	Palmas (Las)	-13.8379707344	28.7102922458
1414	PLAYA CASTILLO (EL)	Canarias	Oliva (La)	Palmas (Las)	-14.0094169432	28.6771174209
1415	PLAYA MUELLE VIEJO (M.CHICO O CORRALEJO)	Canarias	Oliva (La)	Palmas (Las)	-13.8671809547	28.7388303186
1416	PLAYA MORO (EL)	Canarias	Oliva (La)	Palmas (Las)	-13.8322911937	28.6851321484
1417	PLAYA ALZADA (LA)	Canarias	Oliva (La)	Palmas (Las)	-13.8334696841	28.674045611
1418	PLAYA MARFOLÍN	Canarias	Oliva (La)	Palmas (Las)	-14.0126328422	28.6900008722
1419	PLAYA CHARCO DE LAS AGUJAS	Canarias	Oliva (La)	Palmas (Las)	-13.8529824639	28.7276367827
1420	PLAYA COSTA CALMA (PARTE SOTAVENTO-JANDIA)	Canarias	Pájara	Palmas (Las)	-14.2274227436	28.1547567879
1421	PLAYA MATORRAL (EL) (MORRO JABLE)	Canarias	Pájara	Palmas (Las)	-14.3160817034	28.0556680255
1422	PLAYA LAJITA (LA)	Canarias	Pájara	Palmas (Las)	-14.1511191852	28.1829180872
1423	PLAYA BUTIHONDO	Canarias	Pájara	Palmas (Las)	-14.3048193929	28.0689426596
1424	PLAYA VIEJO REY	Canarias	Pájara	Palmas (Las)	-14.2229120329	28.2151635728
1425	PLAYA AJUY	Canarias	Pájara	Palmas (Las)	-14.156738862	28.3995605538
1426	PLAYA MORRO JABLE	Canarias	Pájara	Palmas (Las)	-14.3450947258	28.0473127454
1427	PLAYA CANTERAS (LAS)	Canarias	Palmas de Gran Canaria (Las)	Palmas (Las)	-15.4448170133	28.1323352383
1428	PLAYA ALCARAVANERAS	Canarias	Palmas de Gran Canaria (Las)	Palmas (Las)	-15.4287107664	28.1307905924
1429	PLAYA LAJA (LA)	Canarias	Palmas de Gran Canaria (Las)	Palmas (Las)	-15.4157274143	28.0544628895
1430	PLAYA PUERTO LAJAS (LAS LAJAS)	Canarias	Puerto del Rosario	Palmas (Las)	-13.8382990893	28.537275989
1431	PLAYA BLANCA	Canarias	Puerto del Rosario	Palmas (Las)	-13.8660376946	28.4767316376
1432	PLAYA HONDA I	Canarias	San Bartolomé	Palmas (Las)	-13.5895533199	28.9509756477
1433	PLAYA HONDA II	Canarias	San Bartolomé	Palmas (Las)	-13.5884661203	28.9513390262
1434	PLAYA GUASIMETA	Canarias	San Bartolomé	Palmas (Las)	-13.5974594966	28.9481137376
1435	PLAYA INGLÉS (EL)	Canarias	San Bartolomé de Tirajana	Palmas (Las)	-15.5675710375	27.7484132702
1436	PLAYA SAN AGUSTIN	Canarias	San Bartolomé de Tirajana	Palmas (Las)	-15.5407170432	27.7689098513
1437	PLAYA MASPALOMAS	Canarias	San Bartolomé de Tirajana	Palmas (Las)	-15.5916925238	27.7359637345
1438	PLAYA ÁGUILA (EL)	Canarias	San Bartolomé de Tirajana	Palmas (Las)	-15.5280396401	27.7759010033
1439	PLAYA BAHÍA FÉLIZ (PARTE TARAJALILLO)	Canarias	San Bartolomé de Tirajana	Palmas (Las)	-15.5167591357	27.7814630705
1440	PLAYA MELONERAS (LAS)	Canarias	San Bartolomé de Tirajana	Palmas (Las)	-15.6125775403	27.7447718917
1441	PLAYA BURRAS (LAS)	Canarias	San Bartolomé de Tirajana	Palmas (Las)	-15.5503070317	27.7661665041
1442	PLAYA COCHINOS (LOS) (EL COCHINO)	Canarias	San Bartolomé de Tirajana	Palmas (Las)	-15.5592344353	27.7630015232
1443	PLAYA SANTA AGUEDA (EL PAJAR)	Canarias	San Bartolomé de Tirajana	Palmas (Las)	-15.6706243869	27.7536964303
1444	PLAYA POZO IZQUIERDO	Canarias	Santa Lucía de Tirajana	Palmas (Las)	-15.4231780193	27.8221474146
1445	PLAYA SAN FELIPE	Canarias	Santa María de Guía de Gran Canaria	Palmas (Las)	-15.5993211435	28.1445250081
1446	PLAYA ROQUE PRIETO	Canarias	Santa María de Guía de Gran Canaria	Palmas (Las)	-15.6353088128	28.1696095016
1447	PLAYA CUCHARAS (LAS)	Canarias	Teguise	Palmas (Las)	-13.4877850583	28.998876182
1448	PLAYA BASTIÁN	Canarias	Teguise	Palmas (Las)	-13.4953193547	28.992828269
1449	PLAYA CHARCOS (LOS)	Canarias	Teguise	Palmas (Las)	-13.4823219109	29.0015284091
1450	PLAYA JABLILLO	Canarias	Teguise	Palmas (Las)	-13.4850528302	28.9929782387
1451	PLAYA FAMARA	Canarias	Teguise	Palmas (Las)	-13.563213103	29.1171693611
1452	PLAYA ANCLA (EL)	Canarias	Teguise	Palmas (Las)	-13.5087153175	28.985229581
1453	PLAYA CALETAS (LAS) (ENSENADA LAS CALETAS)	Canarias	Teguise	Palmas (Las)	-13.5130705378	28.9818682829
1454	PLAYA CALETA (LA) (CALETA DE FAMARA)	Canarias	Teguise	Palmas (Las)	-13.5659048729	29.1192394185
1455	PLAYA HOMBRE (EL)	Canarias	Telde	Palmas (Las)	-15.3748426078	27.997234501
1456	PLAYA SALINETAS	Canarias	Telde	Palmas (Las)	-15.3779740666	27.9827859291
1457	PLAYA MELENARA	Canarias	Telde	Palmas (Las)	-15.3753982342	27.9863808474
1458	PLAYA GARITA (LA)	Canarias	Telde	Palmas (Las)	-15.376753797	28.0068251752
1459	PLAYA OJOS DE GARZA	Canarias	Telde	Palmas (Las)	-15.3810659148	27.9507477076
1460	PLAYA HOYA DEL POZO	Canarias	Telde	Palmas (Las)	-15.3755800337	27.9998989402
1461	PLAYA GRANDE (BLANCA)	Canarias	Tías	Palmas (Las)	-13.6642039512	28.9195446495
1462	PLAYA BARRANQUILLO	Canarias	Tías	Palmas (Las)	-13.6445398644	28.9194304464
1463	PLAYA POCILLOS	Canarias	Tías	Palmas (Las)	-13.6301557025	28.9281730708
1464	PLAYA PEÑA DEL DICE (BARCAROLA)	Canarias	Tías	Palmas (Las)	-13.6489187885	28.9196749349
1465	PLAYA MATAGORDA	Canarias	Tías	Palmas (Las)	-13.6189673007	28.9317252814
1466	PLAYA PILA DE LA BARRILLA	Canarias	Tías	Palmas (Las)	-13.6684112513	28.9190651784
1467	PLAYA LA RIA DE LA SANTA (SANTA SPORT)	Canarias	Tinajo	Palmas (Las)	-13.6520222011	29.1199598146
1468	PLAYA GRAN TARAJAL	Canarias	Tuineje	Palmas (Las)	-14.0194270549	28.2108901516
1469	PLAYA TARAJALEJO	Canarias	Tuineje	Palmas (Las)	-14.121207967	28.1913291589
1470	PLAYA PLAYITAS (LAS)	Canarias	Tuineje	Palmas (Las)	-13.9872583972	28.2279306302
1471	PLAYA GINIGINAMAR	Canarias	Tuineje	Palmas (Las)	-14.0736109695	28.2015345247
1472	PLAYA BLANCA	Canarias	Yaiza	Palmas (Las)	-13.8293463217	28.8625744922
1473	PLAYA FLAMINGO	Canarias	Yaiza	Palmas (Las)	-13.8415273862	28.8570702796
1474	PLAYA DORADA	Canarias	Yaiza	Palmas (Las)	-13.8229054977	28.8620054768
1475	PLAYA PUERTO MUELAS	Canarias	Yaiza	Palmas (Las)	-13.7814592549	28.8437400138
1476	PLAYA TROYA I (AMÉRICAS I)	Canarias	Adeje	Santa Cruz de Tenerife	-16.7337110638	28.0671437554
1477	PLAYA TROYA II (AMÉRICAS II)	Canarias	Adeje	Santa Cruz de Tenerife	-16.7330238432	28.0695180511
1478	PLAYA BOBO (EL)	Canarias	Adeje	Santa Cruz de Tenerife	-16.7328418453	28.0723089523
1479	PLAYA PINTA (LA) (SAN EUGENIO)	Canarias	Adeje	Santa Cruz de Tenerife	-16.7356548091	28.0801202089
1480	PLAYA FAÑABÉ	Canarias	Adeje	Santa Cruz de Tenerife	-16.7368605541	28.0839228972
1481	PLAYA DUQUE (EL)	Canarias	Adeje	Santa Cruz de Tenerife	-16.7440303841	28.0908420319
1482	PLAYA SANTIAGO	Canarias	Alajeró	Santa Cruz de Tenerife	-17.1967296459	28.0283971028
1483	PLAYA PORIS DE ABONA	Canarias	Arico	Santa Cruz de Tenerife	-16.431441377	28.1642836238
1484	PLAYA ABADES (LOS ABRIGUITOS)	Canarias	Arico	Santa Cruz de Tenerife	-16.4387296959	28.1426778257
1485	PLAYA CRISTIANOS (LOS)	Canarias	Arona	Santa Cruz de Tenerife	-16.7178594111	28.049772522
1486	PLAYA VISTAS (LAS)	Canarias	Arona	Santa Cruz de Tenerife	-16.7229353193	28.0509355014
1487	PLAYA GALLETAS (LAS)	Canarias	Arona	Santa Cruz de Tenerife	-16.6599737321	28.0085279701
1488	PLAYA CAMISÓN (EL)	Canarias	Arona	Santa Cruz de Tenerife	-16.7314166014	28.0527074652
1489	PLAYA BAJAMAR	Canarias	Breña Alta	Santa Cruz de Tenerife	-17.768763076	28.6703478683
1490	PLAYA CANCAJOS (LOS)	Canarias	Breña Baja	Santa Cruz de Tenerife	-17.7590030422	28.6520059293
1491	PLAYA CANDELARIA	Canarias	Candelaria	Santa Cruz de Tenerife	-16.3696645031	28.3535902958
1492	PLAYA CALETILLAS (LAS)	Canarias	Candelaria	Santa Cruz de Tenerife	-16.3603115013	28.3795531718
1493	PLAYA MEDANO (EL)	Canarias	Granadilla de Abona	Santa Cruz de Tenerife	-16.5384048924	28.043728133
1494	PLAYA TEJITA (LA)	Canarias	Granadilla de Abona	Santa Cruz de Tenerife	-16.5523446359	28.0299095445
1495	PLAYA MEDANO (EL)-LEOCADIO MACHADO	Canarias	Granadilla de Abona	Santa Cruz de Tenerife	-16.5419265395	28.040459935
1496	PLAYA MEDANO (EL)-CHICA	Canarias	Granadilla de Abona	Santa Cruz de Tenerife	-16.5369263994	28.0438642026
1497	PLAYA JAQUITA (LA)	Canarias	Granadilla de Abona	Santa Cruz de Tenerife	-16.5319203986	28.0489228102
1498	PLAYA CABEZO (EL)	Canarias	Granadilla de Abona	Santa Cruz de Tenerife	-16.5331328607	28.0459052426
1499	PLAYA SAN JUAN	Canarias	Guía de Isora	Santa Cruz de Tenerife	-16.8147500179	28.1802360063
1500	PLAYA PASEO DE LAS PALMERAS (NUEVA O GÜIMAR)	Canarias	Güímar	Santa Cruz de Tenerife	-16.3762417704	28.2931293615
1501	PLAYA PUERTITO DE GUIMAR	Canarias	Güímar	Santa Cruz de Tenerife	-16.3734922893	28.295445208
1502	PLAYA SAN MARCOS	Canarias	Icod de los Vinos	Santa Cruz de Tenerife	-16.723943466	28.3780297959
1503	PLAYA CASTILLO-BAJAMAR (SAN JUAN)	Canarias	San Cristóbal de La Laguna	Santa Cruz de Tenerife	-16.3456346833	28.555367407
1504	PLAYA ARENISCO (EL)	Canarias	San Cristóbal de La Laguna	Santa Cruz de Tenerife	-16.3326345409	28.5666846988
1505	PLAYA PUERTO NAOS	Canarias	Llanos de Aridane (Los)	Santa Cruz de Tenerife	-17.9104780411	28.58503287
1506	PLAYA CHARCO VERDE	Canarias	Llanos de Aridane (Los)	Santa Cruz de Tenerife	-17.8997170304	28.572075856
1507	PLAYA MARTIÁNEZ	Canarias	Puerto de la Cruz	Santa Cruz de Tenerife	-16.5415354115	28.4189426698
1508	PLAYA SAN TELMO	Canarias	Puerto de la Cruz	Santa Cruz de Tenerife	-16.5474637416	28.4176613073
1509	PLAYA JARDIN	Canarias	Puerto de la Cruz	Santa Cruz de Tenerife	-16.5625028265	28.4113889681
1510	PLAYA SOCORRO (EL)	Canarias	Realejos (Los)	Santa Cruz de Tenerife	-16.6028018494	28.3946214824
1511	PLAYA SAN SEBASTIAN DE LA GOMERA	Canarias	San Sebastián de la Gomera	Santa Cruz de Tenerife	-17.1104461426	28.0891390204
1512	PLAYA CUEVA (LA)	Canarias	San Sebastián de la Gomera	Santa Cruz de Tenerife	-17.1055189433	28.0905106279
1513	PLAYA TERESITAS (LAS)	Canarias	Santa Cruz de Tenerife	Santa Cruz de Tenerife	-16.1797652281	28.5093782053
1514	PLAYA GAVIOTAS (LAS)	Canarias	Santa Cruz de Tenerife	Santa Cruz de Tenerife	-16.1755934833	28.5131848214
1515	PLAYA ARENA (LA)	Canarias	Santiago del Teide	Santa Cruz de Tenerife	-16.8412953237	28.2297384771
1516	PLAYA GUIOS-LOS GIGANTES (ARGEL)	Canarias	Santiago del Teide	Santa Cruz de Tenerife	-16.8401142765	28.2479763657
1517	PLAYA ARENA (LA) (MESA DEL MAR)	Canarias	Tacoronte	Santa Cruz de Tenerife	-16.4242716573	28.5005924927
1518	PLAYA PRIS (I) (EL)	Canarias	Tacoronte	Santa Cruz de Tenerife	-16.4210809691	28.5103899185
1519	PLAYA DE EL PUERTO (TAZACORTE)	Canarias	Tazacorte	Santa Cruz de Tenerife	-17.9471540434	28.6511497229
1520	PLAYA TAMADUSTE (EL)	Canarias	Valverde	Santa Cruz de Tenerife	-17.8952193817	27.8242673436
1521	PLAYA CALETA (LA)	Canarias	Valverde	Santa Cruz de Tenerife	-17.8874193138	27.8004715408
1522	PLAYA TIMIJIRAQUE	Canarias	Valverde	Santa Cruz de Tenerife	-17.9144567858	27.7700588801
1523	PLAYA INGLÉS	Canarias	Valle Gran Rey	Santa Cruz de Tenerife	-17.3469737292	28.1029930395
1524	PLAYA CALERA (LA) (VALLE GRAN REY O LA PUNTILLA)	Canarias	Valle Gran Rey	Santa Cruz de Tenerife	-17.3396505927	28.0885877909
1525	PLAYA VUELTAS	Canarias	Valle Gran Rey	Santa Cruz de Tenerife	-17.3319634924	28.0823438582
1526	PLAYA CHARCO DEL CONDE	Canarias	Valle Gran Rey	Santa Cruz de Tenerife	-17.337686844	28.0856384612
1527	RIO TAMBRE AMES 	Galicia	Ames	Coruña (A)	-8.65781165791	42.9317063349
1528	RIO TAMBRE BRIÓN 	Galicia	Brión	Coruña (A)	-8.74453355351	42.8596049067
1529	RIO BEBA MAZARICOS 	Galicia	Mazaricos	Coruña (A)	-9.01617696961	42.9315896898
1530	RIO CASTRO NEDA 	Galicia	Neda	Coruña (A)	-8.09055607153	43.5095163042
1531	RIO TAMBRE PINO (O) 	Galicia	Pino (O)	Coruña (A)	-8.25141249644	43.0165374635
1532	RIO ROIS ROIS 	Galicia	Rois	Coruña (A)	-8.66611917848	42.7719181725
1533	RIO TAMBRE TRAZO 	Galicia	Trazo	Coruña (A)	-8.52470124145	42.9499665285
1534	RIO LADRA BEGONTE 	Galicia	Begonte	Lugo	-7.69017245692	43.1524664881
1535	EMBALSE SANGOÑEDO CHANTADA 	Galicia	Chantada	Lugo	-7.77804276294	42.6066699663
1536	RIO ESCADERAS GUITIRIZ 	Galicia	Guitiriz	Lugo	-7.88644497577	43.1892933965
1537	RIO PARGA GUITIRIZ 	Galicia	Guitiriz	Lugo	-7.83616723654	43.1624782552
1538	RIO MIÑO LUGO 	Galicia	Lugo	Lugo	-7.5718236971	43.0048465924
1539	RIO NAVIA NAVIA DE SUARNA 	Galicia	Navia de Suarna	Lugo	-7.0046629597	42.9668462648
1540	RIO EO PONTENOVA (A) 	Galicia	Pontenova (A)	Lugo	-7.19174108507	43.3484227732
1541	RIO SARRIA SARRIA 	Galicia	Sarria	Lugo	-7.40966400609	42.7760482426
1542	RIO VALDERÍAS AVIÓN 	Galicia	Avión	Ourense	-8.23665714691	42.3720637676
1543	EMBALSE AS CONCHAS BANDE 	Galicia	Bande	Ourense	-7.98553314222	41.9721250412
1544	RIO MAGROS BEARIZ 	Galicia	Beariz	Ourense	-8.24828640869	42.4614760353
1545	RIO TIOIRA BEARIZ 	Galicia	Beariz	Ourense	-8.31479677347	42.4617529951
1546	RIO EIROA BLANCOS (OS) 	Galicia	Blancos (Os)	Ourense	-7.71834035124	41.9903866224
1547	RIO EO CASTRO CALDELAS 	Galicia	Castro Caldelas	Ourense	-7.40160222592	42.3658461589
1548	RIO RABAL CHANDREXA DE QUEIXA 	Galicia	Chandrexa de Queixa	Ourense	-7.38687821135	42.3033577024
1549	EMBALSE CHANDREXA CHANDREXA DE QUEIXA 	Galicia	Chandrexa de Queixa	Ourense	-7.38256375957	42.2585363715
1550	RIO CASAL ENTRIMO 	Galicia	Entrimo	Ourense	-8.09081501276	41.944222907
1551	RIO RIVEIRA GUDIÑA (A) 	Galicia	Gudiña (A)	Ourense	-7.13521023325	42.0491161979
1552	RIO CABRAS LAZA 	Galicia	Laza	Ourense	-7.44512293664	42.0673386116
1553	EMBALSE AS CONCHAS MUÍÑOS 	Galicia	Muíños	Ourense	-7.98118002004	41.9653382146
1554	RIO MIÑO OURENSE 	Galicia	Ourense	Ourense	-7.86393991497	42.3477223297
1555	RIO CIRVIDA PORQUEIRA 	Galicia	Porqueira	Ourense	-7.84347808197	42.0193214301
1556	EMBALSE PRADA VEIGA (A) 	Galicia	Veiga (A)	Ourense	-7.03241772392	42.2474579896
1557	RIO TÁMEGA VERÍN 	Galicia	Verín	Ourense	-7.43993199709	41.9427341115
1558	RIO ARZOA VILARDEVÓS 	Galicia	Vilardevós	Ourense	-7.21182547505	41.9353502658
1559	RIO ULLA CATOIRA 	Galicia	Catoira	Pontevedra	-8.72743921542	42.6735672624
1560	RIO DEZA LALÍN 	Galicia	Lalín	Pontevedra	-8.20694184143	42.6192055011
1561	RIO VERDUGO LAMA (A) 	Galicia	Lama (A)	Pontevedra	-8.44296426276	42.4166204063
1562	RIO TEA MONDARIZ 	Galicia	Mondariz	Pontevedra	-8.45914909582	42.2375938677
1563	RIO VERDUGO PONTE CALDELAS 	Galicia	Ponte Caldelas	Pontevedra	-8.48964348535	42.393864538
1564	DESEMBOCADURA RIO MIÑO TOMIÑO	Galicia	Tomiño	Pontevedra	-8.75176078265	41.9410885322
1565	DESEMBOCADURA RIO MIÑO TUI	Galicia	Tui	Pontevedra	-8.56261087142	42.0554656323
1566	EMBALSE ULLIBARRI GAMBOA ARRAZUA-UBARRUNDIA 02	Pais Vasco	Arrazua-Ubarrundia	Alava	-2.5929174316	42.9305417402
1567	RIO UREDERRA AMÉSCOA BAJA 	Navarra	Améscoa Baja	Navarra	-2.1279298063	42.7793838118
1568	RIO ESCA BURGUI/BURGI 	Navarra	Burgui/Burgi	Navarra	-1.00251263444	42.7207189662
1569	RIO ARAGON CARCASTILLO 	Navarra	Carcastillo	Navarra	-1.41727338097	42.3985840396
1570	MANANTIAL AGUA SALADA ESTELLA/LIZARRA 	Navarra	Estella/Lizarra	Navarra	-2.03650638356	42.670828902
1571	EMBALSE ALLOZ GUESÁLAZ 	Navarra	Guesálaz	Navarra	-1.93432829456	42.7242262587
1572	BARRANCO DE LA FOZ DE BENASA NAVASCUÉS 	Navarra	Navascués	Navarra	-1.12040954352	42.7088142755
1573	RIO ANDUÑA OCHAGAVÍA 	Navarra	Ochagavía	Navarra	-1.08070648952	42.9130543398
1574	BALSA EL PULGUER TUDELA 	Navarra	Tudela	Navarra	-1.70534754924	42.055360861
1575	RIO UZTARROZ UZTÁRROZ/UZTARROZE 	Navarra	Uztárroz/Uztarroze	Navarra	-0.940565426079	42.8951258689
1576	EMBALSE GONZÁLEZ-LACASA ORTIGOSA DE CAMEROS 	La Rioja	Ortigosa de Cameros	Rioja (La)	-2.68291783384	42.1870954199
1577	EMBALSE JOAQUIN COSTA PUEBLA DE CASTRO (LA) 	Aragón	Puebla de Castro (La)	Huesca	0.312613588424	42.1331333806
1578	RIO SUBORDAN VALLE DE HECHO 	Aragón	Valle de Hecho	Huesca	-0.745262896646	42.7416442268
1579	RIO MATARRAÑA BECEITE 	Aragón	Beceite	Teruel	0.186674905859	40.8276526314
1580	RIO ALBERCHE ALDEA DEL FRESNO 	Madrid	Aldea del Fresno	Madrid	-4.20781420302	40.3140792923
1581	RIO TAJO ESTREMERA 	Madrid	Estremera	Madrid	-3.09004357593	40.1611010962
1582	RIO MANZANARES MANZANARES EL REAL	Madrid	Manzanares el Real	Madrid	-3.90516476712	40.7649596179
1583	RIO LOZOYA RASCAFRÍA 	Madrid	Rascafría	Madrid	-3.87901318638	40.8824146498
1584	EMBALSE SAN JUAN SAN MARTÍN DE VALDEIGLESIAS 	Madrid	San Martín de Valdeiglesias	Madrid	-4.38016180776	40.4084991374
1585	RIO ARLANZON BURGOS 	Castilla y León	Burgos	Burgos	-3.66172528833	42.3448168781
1586	RIO PISUERGA VALLADOLID 	Castilla y León	Valladolid	Valladolid	-4.73287575534	41.6582026385
1587	RIO JUCAR ALCALÁ DEL JÚCAR 	Castilla La Mancha	Alcalá del Júcar	Albacete	-1.42649488889	39.1920154722
1588	LAGUNA LA COLGADA OSSA DE MONTIEL 	Castilla La Mancha	Ossa de Montiel	Albacete	-2.85991149892	38.9585846196
1589	LAGUNA LA REDONDILLA OSSA DE MONTIEL 	Castilla La Mancha	Ossa de Montiel	Albacete	-2.84632777074	38.9411881746
1590	LAGUNA LA SALVADORA OSSA DE MONTIEL 	Castilla La Mancha	Ossa de Montiel	Albacete	-2.85464515897	38.951565492
1591	LAGUNA SANTO MORCILLO OSSA DE MONTIEL 	Castilla La Mancha	Ossa de Montiel	Albacete	-2.86188061071	38.9533625057
1592	LAGUNA LA TOMILLA OSSA DE MONTIEL 	Castilla La Mancha	Ossa de Montiel	Albacete	-2.82733969134	38.9286868122
1593	PANTANO EMBALSE CARBONERAS BRAZATORTAS 	Castilla La Mancha	Brazatortas	Ciudad Real	-4.28393524005	38.6442490508
1594	RIO GUADIELA ALBENDEA 	Castilla La Mancha	Albendea	Cuenca	-2.34732267069	40.5012867678
1595	LAGUNA EL TOBAR BETETA 	Castilla La Mancha	Beteta	Cuenca	-2.04985206325	40.5471613661
1596	EMBALSE BUENDIA BUENDÍA 	Castilla La Mancha	Buendía	Cuenca	-2.77336745082	40.4040522642
1597	EMBALSE LA TOBA CUENCA 	Castilla La Mancha	Cuenca	Cuenca	-1.92035024879	40.2132202645
1598	RIO CUERVO SANTA MARÍA DEL VAL 	Castilla La Mancha	Santa María del Val	Cuenca	-2.03459534343	40.5017720098
1599	EMBALSE ENTREPEÑAS ALOCÉN 	Castilla La Mancha	Alocén	Guadalajara	-2.71633325622	40.5661979195
1600	EMBALSE ENTREPEÑAS DURÓN 	Castilla La Mancha	Durón	Guadalajara	-2.7076687891	40.6111472228
1601	EMBALSE PALMACES PÁLMACES DE JADRAQUE 	Castilla La Mancha	Pálmaces de Jadraque	Guadalajara	-2.91812067914	41.0573911967
1602	EMBALSE ALCORLO TOBA (LA) 	Castilla La Mancha	Toba (La)	Guadalajara	-3.01879710963	41.0215790876
1603	RIO TAJO TRILLO 	Castilla La Mancha	Trillo	Guadalajara	-2.5812826859	40.6927384924
1604	RIO TAJO ZAOREJAS 	Castilla La Mancha	Zaorejas	Guadalajara	-2.15369667315	40.7991239312
1605	EMBALSE CAZALEGAS CAZALEGAS 	Castilla La Mancha	Cazalegas	Toledo	-4.70118089296	40.0144266782
1606	RIO ALBERCHE ESCALONA 	Castilla La Mancha	Escalona	Toledo	-4.40225367506	40.1647083111
1607	EMBALSE ROSARITO OROPESA 	Castilla La Mancha	Oropesa	Toledo	-5.31738210609	40.0915864487
1608	RIO GUADIANA MEDELLÍN 	Extremadura	Medellín	Badajoz	-5.96324749556	38.9676827351
1609	EMBALSE ROMANO PROSERPINA MÉRIDA 	Extremadura	Mérida	Badajoz	-6.3604351451	38.9771436986
1610	EMBALSE ORELLANA ORELLANA LA VIEJA 	Extremadura	Orellana la Vieja	Badajoz	-5.52475866568	38.9954650444
1611	RIVERA DE ACEBO ACEBO 	Extremadura	Acebo	Cáceres	-6.71120229788	40.216383324
1612	GARGANTA PEDRO CHATE JARAÍZ DE LA VERA 	Extremadura	Jaraíz de la Vera	Cáceres	-5.74697367101	40.081550446
1613	GARGANTA DE CUARTOS LOSAR DE LA VERA 	Extremadura	Losar de la Vera	Cáceres	-5.5804406905	40.1126444486
1614	RIO JERTE PLASENCIA 	Extremadura	Plasencia	Cáceres	-6.0837685098	40.030566586
1615	EMBALSE LA BAELLS VILADA 	Cataluña	Vilada	Barcelona	1.89570820113	42.1293125032
1616	EMBALSE SAU VILANOVA DE SAU 	Cataluña	Vilanova de Sau	Barcelona	2.3992139388	41.9765936337
1617	EMBALSE SAU VILANOVA DE SAU 02	Cataluña	Vilanova de Sau	Barcelona	2.3967017544	41.9690869188
1618	EMBALSE BANYOLES BANYOLES 	Cataluña	Banyoles	Girona	2.76201452452	42.130742648
1619	EMBALSE BOADELLA DARNIUS 	Cataluña	Darnius	Girona	2.8243858676	42.3542558737
1620	RIO SEGRE CAMARASA 	Cataluña	Camarasa	Lleida	0.877882623293	41.881428895
1621	EMBALSE SANT PONÇ CLARIANA DE CARDENER 	Cataluña	Clariana de Cardener	Lleida	1.60899042702	41.9657898849
1622	EMBALSE SANT ANTONI CONCA DE DALT 	Cataluña	Conca de Dalt	Lleida	0.974650568633	42.223417677
1623	EMBALSE SANT ANTONI SALÀS DE PALLARS 	Cataluña	Salàs de Pallars	Lleida	0.940465533041	42.2041747672
1624	EMBALSE SANT ANTONI TALARN 	Cataluña	Talarn	Lleida	0.924338181665	42.1891680183
1625	EMBALSE SIURANA CORNUDELLA DE MONTSANT 	Cataluña	Cornudella de Montsant	Tarragona	0.912096455415	41.2536743957
1626	RIO ANNA ANNA 	Comunidad Valenciana	Anna	Valencia/València	-0.641196704528	39.0177073094
1627	BALSA CELA LÚCAR 	Andalucia	Lúcar	Almería	-2.44935995601	37.3743061479
1628	EMBALSE ARCOS ARCOS DE LA FRONTERA 	Andalucia	Arcos de la Frontera	Cádiz	-5.78414115475	36.7649984931
1629	EMBALSE BORNOS BORNOS 	Andalucia	Bornos	Cádiz	-5.74132215382	36.8071718096
1630	RIO ARROYOMOLINOS ZAHARA 	Andalucia	Zahara	Cádiz	-5.37544949977	36.8169181259
1631	EMBALSE CUBILLAS ALBOLOTE 	Andalucia	Albolote	Granada	-3.6694232445	37.2824118571
