provincia	tipo	recorrido	lon	lat	nombre	outerBoundary	id	longitud
Jaén	Riego asfáltico	Entre Jaén y el río Guadajoz	-3.812085000000001	37.785365	V.V. del Aceite	37.785368,-3.811647 + 37.785365,-3.812085000000001 + 37.785491,-3.813023 + 37.785686,-3.813567 + 37.785979,-3.814154 + 37.786601,-3.815035 + 37.786831,-3.815329999999999 + 37.787308,-3.815689 + 37.787588,-3.815859 + 37.788115,-3.816073 + 37.788743,-3.816226 + 37.789338,-3.816233 + 37.791023,-3.816439 + 37.791784,-3.816447 + 37.792426,-3.816767 + 37.792936,-3.817147 + 37.793639,-3.817864 + 37.794291,-3.819119999999999 + 37.794693,-3.821019 + 37.795033,-3.821879 + 37.795327,-3.822404 + 37.79636,-3.823582 + 37.796937,-3.823938000000001 + 37.796999,-3.823818000000001 + 37.79737,-3.823792 + 37.798341,-3.822867 + 37.798646,-3.823447 + 37.799081,-3.823078000000001 + 37.79923,-3.823142 + 37.799626,-3.824892 + 37.799323,-3.825574 + 37.799408,-3.825918000000001 + 37.799294,-3.82675 + 37.799439,-3.827294 + 37.799582,-3.82817 + 37.799575,-3.829171 + 37.799335,-3.832669 + 37.799301,-3.835168 + 37.79954,-3.836379 + 37.800595,-3.838684 + 37.801051,-3.839772 + 37.801211,-3.84042 + 37.801322,-3.841193 + 37.801313,-3.842464 + 37.801091,-3.843358 + 37.800872,-3.843959 + 37.80047,-3.844664 + 37.799985,-3.845325 + 37.799637,-3.845571 + 37.79801,-3.846489 + 37.797495,-3.846817 + 37.796762,-3.847559 + 37.795638,-3.849733 + 37.79458,-3.852055 + 37.792224,-3.860926 + 37.791832,-3.862609 + 37.791304,-3.864623 + 37.791062,-3.865974 + 37.791057,-3.866767 + 37.791212,-3.868185 + 37.79163,-3.869835 + 37.791997,-3.871632 + 37.79219,-3.872321 + 37.792313,-3.873615 + 37.792258,-3.874364 + 37.792036,-3.875237 + 37.791749,-3.875963 + 37.791381,-3.876625 + 37.791097,-3.877059 + 37.790579,-3.877678 + 37.790344,-3.878113 + 37.789922,-3.879337 + 37.789716,-3.880251 + 37.789708,-3.881314 + 37.789913,-3.882723 + 37.790036,-3.883974 + 37.790032,-3.884537 + 37.789942,-3.885514 + 37.789638,-3.886386 + 37.789133,-3.887443 + 37.788483,-3.888185 + 37.787851,-3.888739999999999 + 37.787303,-3.888942 + 37.784233,-3.889301 + 37.783187,-3.889371 + 37.783144,-3.89017 + 37.783013,-3.891072 + 37.782659,-3.892049 + 37.782232,-3.89301 + 37.781518,-3.89414 + 37.780866,-3.895347 + 37.780976,-3.895489 + 37.78235,-3.895334000000001 + 37.782324,-3.895489 + 37.779589,-3.895799 + 37.779003,-3.896321 + 37.778777,-3.896437000000001 + 37.778379,-3.897136 + 37.777108,-3.899058 + 37.77276,-3.905838000000001 + 37.771033,-3.909087 + 37.770896,-3.909595 + 37.770918,-3.911033000000001 + 37.771769,-3.914397999999999 + 37.77186,-3.91544 + 37.771786,-3.916335 + 37.771101,-3.919492 + 37.771126,-3.920388 + 37.77122,-3.921117999999999 + 37.771428,-3.921996 + 37.771798,-3.923313 + 37.772004,-3.924409 + 37.771982,-3.925116 + 37.771929,-3.925595 + 37.771635,-3.927196 + 37.771475,-3.928631 + 37.771549,-3.929755999999999 + 37.771586,-3.931403 + 37.770612,-3.935285 + 37.770571,-3.936305 + 37.770501,-3.936866 + 37.770346,-3.937573 + 37.770095,-3.938049 + 37.769325,-3.939143000000001 + 37.768577,-3.939654 + 37.766588,-3.940233 + 37.765461,-3.940511 + 37.764879,-3.94092 + 37.764479,-3.941352 + 37.763666,-3.942592 + 37.763466,-3.942797 + 37.76275,-3.943371 + 37.760139,-3.945255 + 37.759525,-3.945579 + 37.758945,-3.945718 + 37.757494,-3.945991 + 37.756417,-3.946353 + 37.755736,-3.946739 + 37.755153,-3.947335 + 37.7547,-3.947996 + 37.754044,-3.949487 + 37.753652,-3.950961 + 37.753475,-3.952354 + 37.753467,-3.95329 + 37.753675,-3.954251 + 37.754373,-3.955854 + 37.755486,-3.957201 + 37.756729,-3.958862 + 37.757087,-3.959595 + 37.75741,-3.960537 + 37.757535,-3.961496 + 37.757424,-3.962931 + 37.757236,-3.963637 + 37.757,-3.964134 + 37.756699,-3.964651 + 37.756214,-3.965249 + 37.755765,-3.965617 + 37.755349,-3.965883 + 37.753857,-3.966446 + 37.752248,-3.967009000000001 + 37.751484,-3.967331 + 37.749462,-3.967993 + 37.748784,-3.968026 + 37.748107,-3.967913 + 37.747416,-3.967529 + 37.746411,-3.966661000000001 + 37.745791,-3.965697 + 37.745204,-3.964606 + 37.744995,-3.963978 + 37.744619,-3.963369 + 37.743914,-3.962632 + 37.743289,-3.962228 + 37.742778,-3.961993 + 37.741655,-3.961956 + 37.74129,-3.961994 + 37.740826,-3.962175 + 37.739683,-3.962826000000001 + 37.737703,-3.964322 + 37.737453,-3.964630000000001 + 37.736746,-3.966036 + 37.736392,-3.968093 + 37.736156,-3.968715 + 37.735719,-3.969479 + 37.73482,-3.970322 + 37.734436,-3.970795 + 37.733931,-3.971766999999999 + 37.733609,-3.972846 + 37.733264,-3.974527 + 37.732927,-3.975314 + 37.732625,-3.975809 + 37.732044,-3.97651 + 37.731478,-3.977002 + 37.729235,-3.978242 + 37.727777,-3.978681 + 37.726967,-3.978587 + 37.726293,-3.978203 + 37.725406,-3.977505 + 37.724017,-3.975550999999999 + 37.723344,-3.974979 + 37.722865,-3.974808 + 37.722286,-3.974778 + 37.721856,-3.974794 + 37.721343,-3.974933 + 37.720893,-3.975281 + 37.720394,-3.975753 + 37.719992,-3.976352 + 37.719739,-3.976994 + 37.718429,-3.983283 + 37.718407,-3.98397 + 37.718533,-3.984741 + 37.718808,-3.985473 + 37.719199,-3.986144 + 37.719689,-3.986838 + 37.720276,-3.987866 + 37.720667,-3.988642 + 37.720795,-3.989101 + 37.720953,-3.989894 + 37.721046,-3.990686 + 37.721518,-3.995501 + 37.721624,-3.996689 + 37.721613,-3.997917 + 37.721359,-3.998704 + 37.721156,-3.999222 + 37.720604,-3.999985 + 37.720153,-4.000478 + 37.719621,-4.000805 + 37.718759,-4.001043 + 37.718148,-4.001075 + 37.715822,-4.000378 + 37.712011,-3.99912 + 37.711498,-3.99905 + 37.710802,-3.999166 + 37.710339,-3.999347 + 37.709907,-3.999569999999999 + 37.70954,-3.999857 + 37.708773,-4.000637 + 37.708335,-4.001568 + 37.708097,-4.002272 + 37.708009,-4.002979 + 37.708001,-4.003998 + 37.708224,-4.005001 + 37.710409,-4.01042 + 37.710633,-4.01136 + 37.710675,-4.012214 + 37.710602,-4.013056 + 37.710447,-4.013803 + 37.710193,-4.014382 + 37.709724,-4.015209 + 37.709222,-4.015784 + 37.708756,-4.016153 + 37.707727,-4.016576 + 37.70616,-4.016575 + 37.705335,-4.016397 + 37.701206,-4.015883 + 37.700381,-4.015601 + 37.699822,-4.015302 + 37.69928,-4.014817 + 37.696628,-4.011762 + 37.695644,-4.010833 + 37.695036,-4.010409 + 37.69446,-4.010131 + 37.693783,-4.009872 + 37.692182,-4.009622 + 37.691388,-4.009631 + 37.690079,-4.009967 + 37.689465,-4.010188 + 37.688655,-4.010177 + 37.687996,-4.010023 + 37.687353,-4.00966 + 37.686664,-4.009089 + 37.686173,-4.0085 + 37.685784,-4.00762 + 37.685492,-4.006909 + 37.683138,-3.999783 + 37.682585,-3.998797 + 37.68234,-3.998482 + 37.681535,-3.997827000000001 + 37.680729,-3.9974 + 37.679141,-3.997399 + 37.678542,-3.997828 + 37.677828,-3.998235 + 37.677394,-3.998707 + 37.676844,-3.99922 + 37.676426,-3.999714 + 37.6706,-4.005855 + 37.670332,-4.006372 + 37.66996,-4.007282 + 37.66982,-4.008092 + 37.669859,-4.013292 + 37.669935,-4.014063 + 37.671161,-4.023367 + 37.671181,-4.024844 + 37.670939,-4.026047 + 37.666323,-4.040023 + 37.666003,-4.040581 + 37.665652,-4.041075 + 37.663983,-4.042799 + 37.663648,-4.043315 + 37.663127,-4.044263 + 37.663025,-4.044658 + 37.662868,-4.045467 + 37.662779,-4.046194 + 37.662772,-4.047067 + 37.662962,-4.048006 + 37.663382,-4.049072 + 37.664571,-4.051127 + 37.664878,-4.051964 + 37.665003,-4.052714 + 37.665013,-4.053421 + 37.664969,-4.054627 + 37.663669,-4.059559 + 37.663398,-4.0602 + 37.662985,-4.060942 + 37.662701,-4.061272 + 37.662151,-4.061721 + 37.661402,-4.06223 + 37.660574,-4.062448 + 37.659896,-4.062438 + 37.659187,-4.062261 + 37.653687,-4.061538 + 37.651968,-4.061431 + 37.650906,-4.061894 + 37.650307,-4.062384 + 37.649839,-4.062898 + 37.64925,-4.064075 + 37.646835,-4.071422 + 37.64663,-4.072147 + 37.645649,-4.077467 + 37.645389,-4.078752 + 37.645062,-4.08012 + 37.644692,-4.080946 + 37.644273,-4.081439 + 37.643873,-4.081829 + 37.643259,-4.08211 + 37.642912,-4.082105 + 37.642263,-4.0822 + 37.634987,-4.08224 + 37.63411,-4.08231 + 37.633331,-4.082507 + 37.632635,-4.082767 + 37.632117,-4.083238 + 37.631667,-4.08373 + 37.631414,-4.084142 + 37.630303,-4.086413 + 37.63,-4.086845 + 37.627233,-4.089674 + 37.623373,-4.093743 + 37.622733,-4.09494 + 37.622395,-4.095746 + 37.622093,-4.097986 + 37.621682,-4.099498 + 37.619782,-4.104729 + 37.619056,-4.106974 + 37.618804,-4.107428 + 37.617751,-4.10868 + 37.616303,-4.109615 + 37.615854,-4.109961 + 37.615369,-4.110495 + 37.614897,-4.111422 + 37.613309,-4.115037 + 37.608256,-4.126267 + 37.607615,-4.127587 + 37.606978,-4.128409 + 37.606411,-4.128962 + 37.605945,-4.129205 + 37.605297,-4.129611 + 37.604896,-4.129958 + 37.60431,-4.130739 + 37.603736,-4.131956 + 37.601127,-4.138503 + 37.60097,-4.139374 + 37.600958,-4.140642 + 37.601244,-4.141789 + 37.601633,-4.142627 + 37.602104,-4.143506 + 37.602658,-4.144346 + 37.602884,-4.14487 + 37.603044,-4.145495 + 37.603137,-4.146079 + 37.603193,-4.148854 + 37.603271,-4.149291 + 37.603527,-4.150272 + 37.603848,-4.151233 + 37.604352,-4.15201 + 37.604775,-4.152764 + 37.605211,-4.153851 + 37.605467,-4.154687 + 37.605491,-4.155685 + 37.605315,-4.15668 + 37.60513,-4.157072 + 37.60481,-4.157628 + 37.604526,-4.157935 + 37.603944,-4.158321 + 37.603229,-4.158642 + 37.602601,-4.158654 + 37.602007,-4.15852 + 37.601497,-4.158263 + 37.600859,-4.157671 + 37.600188,-4.156871 + 37.599779,-4.156449 + 37.598929,-4.155853 + 37.598137,-4.155612 + 37.597378,-4.155456 + 37.596368,-4.155565 + 37.595721,-4.155846 + 37.595088,-4.15621 + 37.593638,-4.157372 + 37.593014,-4.157965 + 37.592612,-4.158561 + 37.592325,-4.15916 + 37.592153,-4.159904 + 37.592109,-4.160922 + 37.592298,-4.161881 + 37.592553,-4.162861 + 37.592591,-4.164129 + 37.592436,-4.164689 + 37.592127,-4.165504 + 37.591858,-4.165915 + 37.591241,-4.166468 + 37.590192,-4.167281 + 37.58956,-4.167646 + 37.588644,-4.168255 + 37.588332,-4.168704 + 37.588304,-4.168697	0	55
Madrid	Tierra	Entre San Martín de Valdeiglesias y el dique de Picadas	-4.248469	40.335199	V.V. del Alberche	40.334698,-4.248104 + 40.335199,-4.248469 + 40.336152,-4.249005 + 40.336371,-4.249158 + 40.336762,-4.249721 + 40.336917,-4.250057 + 40.337016,-4.250362 + 40.337124,-4.250883 + 40.337256,-4.251768 + 40.337366,-4.252104 + 40.337882,-4.25324 + 40.339019,-4.255537 + 40.33914,-4.25591 + 40.339215,-4.256334 + 40.339243,-4.256839 + 40.339129,-4.258445 + 40.339262,-4.259285 + 40.339444,-4.259748 + 40.339945,-4.260618 + 40.340136,-4.260865 + 40.341584,-4.26216 + 40.343098,-4.263931 + 40.343343,-4.264336 + 40.344922,-4.267664 + 40.346043,-4.269435 + 40.346239,-4.269668 + 40.346829,-4.270212 + 40.34707,-4.270484 + 40.347232,-4.270725 + 40.347376,-4.270994 + 40.348323,-4.273593 + 40.348506,-4.273981 + 40.348708,-4.274237 + 40.349512,-4.274853 + 40.34964,-4.275019 + 40.350256,-4.276313 + 40.350361,-4.276618 + 40.350436,-4.276991 + 40.350382,-4.278243 + 40.35039,-4.279556 + 40.350426,-4.279948 + 40.350625,-4.280427 + 40.350876,-4.280788 + 40.351173,-4.281105 + 40.351477,-4.281304 + 40.351737,-4.281434 + 40.352019,-4.281492 + 40.352406,-4.281513 + 40.353073,-4.281674 + 40.353857,-4.282053 + 40.354355,-4.282166 + 40.354954,-4.28237 + 40.355219,-4.282524 + 40.356022,-4.28328 + 40.356373,-4.283769 + 40.356517,-4.284135 + 40.356621,-4.284478 + 40.356712,-4.285481 + 40.356824,-4.286099 + 40.357243,-4.287234 + 40.357398,-4.28754 + 40.357914,-4.288084 + 40.358262,-4.288402 + 40.358407,-4.288628 + 40.359054,-4.29013 + 40.359103,-4.29036 + 40.359119,-4.290909 + 40.358994,-4.291968 + 40.359002,-4.29225 + 40.359097,-4.292859 + 40.3598,-4.295387 + 40.360265,-4.295952 + 40.361131,-4.296643 + 40.361526,-4.29688 + 40.362107,-4.297122 + 40.363124,-4.297423 + 40.363502,-4.297608 + 40.363801,-4.297807 + 40.364779,-4.298114 + 40.365319,-4.298548 + 40.365633,-4.29888 + 40.365994,-4.299539 + 40.366053,-4.299844 + 40.366146,-4.30167 + 40.366074,-4.301966 + 40.366036,-4.302374 + 40.365893,-4.303008 + 40.365735,-4.303428 + 40.365751,-4.304044 + 40.365807,-4.304557 + 40.365938,-4.304997 + 40.366309,-4.305375 + 40.366513,-4.30589 + 40.366582,-4.306277 + 40.366674,-4.307176 + 40.366767,-4.307461 + 40.366753,-4.308705 + 40.366577,-4.310222 + 40.366577,-4.310712 + 40.366534,-4.310971 + 40.365547,-4.312962 + 40.365331,-4.313506 + 40.365003,-4.314909 + 40.365012,-4.315183 + 40.365118,-4.315304 + 40.365321,-4.315374 + 40.365706,-4.315471 + 40.365984,-4.315491 + 40.366196,-4.315317 + 40.366323,-4.315112 + 40.36668,-4.314674 + 40.366937,-4.314501 + 40.367209,-4.314522 + 40.367446,-4.314666 + 40.367613,-4.314885 + 40.367723,-4.315191 + 40.367638,-4.316695 + 40.367816,-4.317996 + 40.367865,-4.318687 + 40.367848,-4.31911 + 40.367725,-4.319478 + 40.367097,-4.320816 + 40.367014,-4.321141 + 40.366915,-4.322385 + 40.366568,-4.324981 + 40.366461,-4.325423 + 40.366134,-4.325986 + 40.365031,-4.326872 + 40.364519,-4.327521 + 40.364265,-4.327909 + 40.364135,-4.32833 + 40.364118,-4.32887 + 40.364262,-4.329622 + 40.36429,-4.330661 + 40.364288,-4.333338 + 40.363734,-4.337525 + 40.363594,-4.34183 + 40.363536,-4.342445 + 40.362794,-4.345211 + 40.362761,-4.345588 + 40.362742,-4.346797 + 40.362692,-4.347233 + 40.36258,-4.347572 + 40.362344,-4.347856 + 40.36212,-4.348067 + 40.361407,-4.348424 + 40.361137,-4.348671 + 40.360923,-4.349029 + 40.360839,-4.349428 + 40.360829,-4.349814 + 40.360904,-4.350207 + 40.361075,-4.350597 + 40.361843,-4.351881 + 40.361992,-4.352254 + 40.362116,-4.352768 + 40.362169,-4.35523 + 40.362235,-4.356167 + 40.362378,-4.357007 + 40.363199,-4.360058 + 40.363256,-4.360489 + 40.363219,-4.360851 + 40.363059,-4.36167 + 40.363045,-4.362012 + 40.363103,-4.362384 + 40.363369,-4.363004 + 40.363649,-4.363307 + 40.3639,-4.363646 + 40.364004,-4.364004 + 40.364061,-4.364464 + 40.363976,-4.364937 + 40.363834,-4.365316 + 40.36371,-4.365793 + 40.363677,-4.366193 + 40.363867,-4.367346 + 40.363865,-4.367725 + 40.363796,-4.368078 + 40.36353,-4.368547 + 40.362479,-4.369601 + 40.362288,-4.369894 + 40.36216,-4.370277 + 40.36212,-4.370721 + 40.362139,-4.371515 + 40.362224,-4.371976 + 40.362362,-4.372358 + 40.363041,-4.37341 + 40.363185,-4.373732 + 40.363265,-4.374111 + 40.363189,-4.374821 + 40.363066,-4.375079 + 40.362541,-4.375862 + 40.362407,-4.376208 + 40.362364,-4.376459 + 40.362454,-4.377973 + 40.362433,-4.378285 + 40.362355,-4.378646 + 40.361865,-4.379756 + 40.361809,-4.380045 + 40.361795,-4.380407 + 40.361837,-4.380719 + 40.362537,-4.382388 + 40.362641,-4.38273 + 40.362688,-4.38303 + 40.362667,-4.383866 + 40.362702,-4.384267 + 40.362822,-4.384692 + 40.362965,-4.385029 + 40.36334,-4.38543 + 40.3636,-4.38559 + 40.364526,-4.385846 + 40.365024,-4.386056 + 40.365501,-4.38646 + 40.365902,-4.38701 + 40.36612,-4.38755 + 40.366275,-4.388041 + 40.366301,-4.38873 + 40.366274,-4.389175 + 40.366057,-4.389828 + 40.365378,-4.391537 + 40.365304,-4.391966 + 40.365294,-4.392344 + 40.36554,-4.393565 + 40.365542,-4.393906 + 40.36533,-4.39827	1	14
Alicante	Asfalto y tierra compactada	Entre Alcoi y La Canal	-0.4911119999999999	38.691059	V.V. de Alcoi	38.691554,-0.490657 + 38.691059,-0.4911119999999999 + 38.690517,-0.491475 + 38.689707,-0.491918 + 38.688511,-0.492454 + 38.68796,-0.492818 + 38.68758,-0.493141 + 38.687351,-0.493391 + 38.686923,-0.4940040000000001 + 38.686741,-0.494355 + 38.686451,-0.495124 + 38.686217,-0.495971 + 38.685997,-0.497048 + 38.685739,-0.498896 + 38.685715,-0.500288 + 38.685791,-0.501756 + 38.685822,-0.503204 + 38.685759,-0.504045 + 38.685634,-0.504645 + 38.685496,-0.5049630000000001 + 38.68489,-0.506176 + 38.6845,-0.506835 + 38.684316,-0.506946 + 38.68385,-0.507479 + 38.683433,-0.5077700000000001 + 38.683228,-0.507857 + 38.68268,-0.507957 + 38.682201,-0.507893 + 38.681684,-0.507704 + 38.680936,-0.507305 + 38.67817,-0.505619 + 38.67785,-0.505366 + 38.677544,-0.5049860000000001 + 38.677206,-0.504331 + 38.677101,-0.504059 + 38.676993,-0.503626 + 38.676952,-0.503006 + 38.676883,-0.499756 + 38.676886,-0.498216 + 38.67696,-0.497029 + 38.677192,-0.4952509999999999 + 38.677968,-0.4919370000000001 + 38.67844,-0.48961 + 38.678502,-0.488688 + 38.678483,-0.487815 + 38.67829,-0.486385 + 38.678011,-0.484752 + 38.677955,-0.483823 + 38.678018,-0.4833839999999999 + 38.678186,-0.482826 + 38.679134,-0.480413 + 38.679268,-0.479926 + 38.679303,-0.4794760000000001 + 38.679251,-0.47872 + 38.679073,-0.477967 + 38.678872,-0.477446 + 38.678564,-0.476939 + 38.676766,-0.475031 + 38.676396,-0.4745789999999999 + 38.676117,-0.474175 + 38.675938,-0.473836 + 38.675727,-0.473223 + 38.675679,-0.472685 + 38.675729,-0.471648 + 38.675664,-0.471168 + 38.675404,-0.470373 + 38.674458,-0.468705 + 38.673892,-0.467575 + 38.673096,-0.466144 + 38.672834,-0.465728 + 38.672463,-0.465235 + 38.672177,-0.464924 + 38.671773,-0.46457 + 38.671154,-0.4642589999999999 + 38.670836,-0.464166 + 38.670484,-0.464121 + 38.669055,-0.4642979999999999 + 38.668605,-0.464314 + 38.665973,-0.4640889999999999 + 38.664211,-0.463784 + 38.662706,-0.462681 + 38.66135,-0.461831 + 38.659391,-0.461038 + 38.65854,-0.460958 + 38.65786,-0.461523 + 38.657369,-0.46187 + 38.656445,-0.463145 + 38.656105,-0.463545 + 38.655557,-0.4643320000000001 + 38.655131,-0.46474 + 38.654809,-0.464961 + 38.654578,-0.465072 + 38.653931,-0.465242 + 38.653649,-0.4652809999999999 + 38.6528,-0.4655 + 38.649275,-0.466245 + 38.648713,-0.466392 + 38.648157,-0.466442 + 38.646195,-0.466479 + 38.645613,-0.46662 + 38.645217,-0.466811 + 38.64486,-0.4670819999999999 + 38.644555,-0.467403 + 38.644243,-0.4678359999999999 + 38.644072,-0.468146 + 38.643847,-0.468766 + 38.643716,-0.469377 + 38.643676,-0.470067 + 38.643546,-0.470874 + 38.64311,-0.474339 + 38.642393,-0.474245 + 38.641672,-0.4741000000000001 + 38.641778,-0.476399 + 38.641778,-0.477265 + 38.640967,-0.477487 + 38.640924,-0.4789909999999999 + 38.640864,-0.479733 + 38.642542,-0.479491 + 38.642309,-0.481195 + 38.641521,-0.484866 + 38.640465,-0.48898 + 38.640365,-0.489793 + 38.640401,-0.490725 + 38.640617,-0.4925309999999999 + 38.640614,-0.49354 + 38.640505,-0.49438 + 38.63967,-0.4978	2	10
Sevilla	Tierra sin acondicionar	Entre Alcalá de Guadaira y Carmona	-5.841503	37.331564	V.V. de Los Alcores	37.33146,-5.841817999999999 + 37.331564,-5.841503 + 37.331713,-5.841198 + 37.332021,-5.840696 + 37.331607,-5.840207 + 37.331268,-5.839692 + 37.330956,-5.839083 + 37.330773,-5.838385 + 37.330665,-5.837628 + 37.33049,-5.835548 + 37.330429,-5.833912 + 37.330284,-5.832619000000001 + 37.329823,-5.830906 + 37.329082,-5.829401999999999 + 37.328348,-5.827552 + 37.328132,-5.826131 + 37.328099,-5.824370999999999 + 37.327739,-5.823654 + 37.327252,-5.822541 + 37.327307,-5.821719999999999 + 37.327723,-5.820528 + 37.327735,-5.816274 + 37.326792,-5.816138 + 37.326271,-5.816423 + 37.326188,-5.815754000000001 + 37.326492,-5.814627 + 37.326797,-5.814773 + 37.327696,-5.814874 + 37.328176,-5.815129000000001 + 37.327711,-5.810097 + 37.32741,-5.808013 + 37.327384,-5.806976 + 37.327659,-5.805981 + 37.328027,-5.805240999999999 + 37.328374,-5.804374999999999 + 37.328648,-5.803379 + 37.328738,-5.802786 + 37.328751,-5.802253 + 37.328669,-5.800397 + 37.328386,-5.797528 + 37.328402,-5.796837 + 37.328656,-5.795622 + 37.329183,-5.794573 + 37.329573,-5.793992 + 37.330445,-5.793175 + 37.332278,-5.792049 + 37.333466,-5.791537999999999 + 37.333823,-5.791337 + 37.334079,-5.791177 + 37.334538,-5.790810000000001 + 37.335817,-5.789312 + 37.340035,-5.782786999999999 + 37.340465,-5.782102999999999 + 37.34074,-5.781537 + 37.341321,-5.779821 + 37.341632,-5.778449999999999 + 37.341704,-5.777713 + 37.341755,-5.776698999999999 + 37.341736,-5.775976 + 37.340992,-5.77043 + 37.340911,-5.769637 + 37.340953,-5.769018 + 37.341106,-5.768222 + 37.341377,-5.767431 + 37.341733,-5.766846 + 37.342078,-5.766384000000001 + 37.342465,-5.765992 + 37.342925,-5.765602999999999 + 37.343914,-5.764939 + 37.34455,-5.764319 + 37.344831,-5.763856 + 37.345101,-5.763504 + 37.345974,-5.761968000000001 + 37.347501,-5.759507 + 37.349539,-5.756714000000001 + 37.35018,-5.755902 + 37.351492,-5.754122 + 37.351937,-5.753585 + 37.352426,-5.753084 + 37.35549,-5.750362000000001 + 37.356182,-5.749699 + 37.361069,-5.745272 + 37.361646,-5.744886 + 37.362474,-5.744533 + 37.363313,-5.744518 + 37.363734,-5.744601 + 37.36431,-5.744656 + 37.364766,-5.744785000000001 + 37.365154,-5.744777 + 37.365433,-5.744665 + 37.365566,-5.744547000000001 + 37.365802,-5.744189 + 37.366447,-5.743424 + 37.366587,-5.743192 + 37.366788,-5.742680000000001 + 37.366945,-5.742144 + 37.367254,-5.740461999999999 + 37.367547,-5.739095000000001 + 37.367687,-5.738140000000001 + 37.367944,-5.73675 + 37.368016,-5.735612 + 37.368281,-5.724524 + 37.368405,-5.722654 + 37.368422,-5.721513999999999 + 37.368524,-5.720603000000001 + 37.368741,-5.719798 + 37.369152,-5.718786 + 37.370492,-5.716147 + 37.370632,-5.715926000000001 + 37.37079,-5.715706 + 37.371501,-5.714987 + 37.372408,-5.714353000000001 + 37.372836,-5.714143 + 37.373708,-5.713824 + 37.374153,-5.713682 + 37.374379,-5.713645 + 37.37529,-5.713622 + 37.375766,-5.713672999999999 + 37.376217,-5.713678 + 37.37645,-5.71372 + 37.37754,-5.714143 + 37.377959,-5.714339 + 37.378406,-5.714479000000001 + 37.378834,-5.714664 + 37.379059,-5.714706 + 37.379272,-5.714815 + 37.379666,-5.714931 + 37.380094,-5.715116000000001 + 37.380543,-5.7152 + 37.381194,-5.715482999999999 + 37.381419,-5.715514 + 37.381878,-5.715519 + 37.382104,-5.715493 + 37.38234,-5.715412 + 37.382633,-5.715242999999999 + 37.382981,-5.714969000000001 + 37.383366,-5.714745 + 37.383883,-5.714287999999999 + 37.384207,-5.713966999999999 + 37.384463,-5.713326 + 37.384732,-5.712505 + 37.384882,-5.711844 + 37.385077,-5.711208 + 37.385448,-5.710374 + 37.385895,-5.709724000000001 + 37.386173,-5.709418 + 37.390575,-5.705646 + 37.39135,-5.704872 + 37.39208,-5.704063 + 37.397593,-5.69745 + 37.405955,-5.687595 + 37.41161,-5.682612 + 37.414798,-5.679913 + 37.417153,-5.67776 + 37.435731,-5.661562 + 37.438618,-5.65902 + 37.439401,-5.658257 + 37.450823,-5.645166 + 37.451488,-5.64407 + 37.451785,-5.643255 + 37.452252,-5.641723000000001 + 37.452679,-5.640778000000001 + 37.453273,-5.639985 + 37.454143,-5.638987 + 37.455112,-5.637958 + 37.455673,-5.637424 + 37.456506,-5.636447 + 37.456856,-5.636132 + 37.457125,-5.635791 + 37.457834,-5.635081 + 37.458167,-5.634686 + 37.458754,-5.634265 + 37.459099,-5.634119 + 37.459325,-5.634082 + 37.459544,-5.633988 + 37.460897,-5.633922 + 37.461123,-5.633873999999999 + 37.461769,-5.633603 + 37.46243,-5.633468 + 37.462655,-5.633464 + 37.462851,-5.633595 + 37.463036,-5.633771 + 37.463139,-5.633911	3	25
